title,Title Alternative,creator,publisher,date,Date is Approximate?,Description,Subject,Relation,Contributing Institution,Publisher Digital,Source,Listing Code,Resource Identifier,Website,Format Original,Format Digital,Type,Digitization Specifications,Rights,Standardized Rights,Language,Metadata Cataloger,Metadata Assistants,Scanner Technician,Scanner Assistants,Collection Administrator,Filename,OCLC number,Date created,Date modified,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Lee Morse Headshot,,S. Peyton,,1925,y,Portrait of Lee Morse,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 002",IJC019,LM.0002,http://contentdm.lib.uidaho.edu/hampton_collection/,Black & white photographs,image/jpg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,,,2008-07-28,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijclm/id/15,15,16.jpg,/ijclm/image/16.jpg,ijclm15
Lee Morse Headshot,,S. Peyton,,1925,y,Portrait,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 003",IJC019,LM.0003,http://contentdm.lib.uidaho.edu/hampton_collection/,Black & white photographs,image/jpg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,,,2008-07-28,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijclm/id/16,16,17.jpg,/ijclm/image/17.jpg,ijclm16
Lee Morse Headshot,,,Photo and Press Bureau 1562 Broadway N.Y.C.,1925,y,,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 004",IJC019,LM.0004,http://contentdm.lib.uidaho.edu/hampton_collection/,Black & white photographs,image/jpg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,,,2008-07-28,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijclm/id/17,17,18.jpg,/ijclm/image/18.jpg,ijclm17
Lee Morse Headshot,,S. Peyton,Strauss-Peyton Studio,1925,y,,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 005",IJC019,LM.0005,http://contentdm.lib.uidaho.edu/hampton_collection/,Black & white photographs,image/jpg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,,,2008-07-28,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijclm/id/18,18,19.jpg,/ijclm/image/19.jpg,ijclm18
Lee Morse Headshot,,,,1925,y,,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 006",IJC019,LM.0006,http://contentdm.lib.uidaho.edu/hampton_collection/,Black & white photographs,image/jpg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,,,2008-07-28,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijclm/id/19,19,20.jpg,/ijclm/image/20.jpg,ijclm19
Lee Morse Headshot,,,,1925,y,,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 007",IJC019,LM.0007,http://contentdm.lib.uidaho.edu/hampton_collection/,Black & white photographs,image/jpg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,,,2008-07-28,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijclm/id/20,20,21.jpg,/ijclm/image/21.jpg,ijclm20
Lee Morse Headshot,,,,1930,y,,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 008",IJC019,LM.0008,http://contentdm.lib.uidaho.edu/hampton_collection/,Black & white photographs,image/jpg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,,,2008-07-28,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijclm/id/21,21,22.jpg,/ijclm/image/22.jpg,ijclm21
Lee Morse Headshot,,,,1930,y,,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 009",IJC019,LM.0009,http://contentdm.lib.uidaho.edu/hampton_collection/,Black & white photographs,image/jpg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,,,2008-07-28,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijclm/id/22,22,23.jpg,/ijclm/image/23.jpg,ijclm22
Lee Morse Headshot,,,,1930,y,For Ruthie- 'Till death do us part!'  Love Lee.,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 010",IJC019,LM.0010,http://contentdm.lib.uidaho.edu/hampton_collection/,Black & white photographs,image/jpg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,,,2008-07-28,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijclm/id/23,23,24.jpg,/ijclm/image/24.jpg,ijclm23
Lee Morse Autographed Headshot,,,,1930,y,"For Bobbie ""I hate to say goodby"" Love from Lee","Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 011",IJC019,LM.0011,http://contentdm.lib.uidaho.edu/hampton_collection/,Black & white photographs,image/jpg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,,,2008-07-28,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijclm/id/24,24,25.jpg,/ijclm/image/25.jpg,ijclm24
